hot_diggity_d,"['drugs', 'alcohol', 'seen', 'effect', 'honestly', 'hand', 'first', 'would', 'ive', 'depression']"
Daphne_Lynn_O,"['powerless', 'stfu', 'passes', 'similar', 'sadness', 'deep', 'kill', 'believe', 'illness', 'addiction', 'doesnt', 'tell', 'abuse', 'got', 'mental', 'suicide', 'know', 'depression']"
hesitantayylien,"['elements', 'master', 'four', 'cold', 'gay', 'tired', 'depressed', 'im']"
Destiny15834714,"['fell', 'black', 'ending', 'hole', 'cry', 'want', 'sleep', 'never', 'cant', 'depression']"
vaporware,"['vincent', 'boboim', 'assuming', 'remedy', 'dealt', 'wants', 'handle', 'question', 'matter', 'god', 'might', 'hey', 'today', 'year', 'know', 'anxiety', 'depression']"
Andreww_Co,"['engineering', 'idiot', 'degree', 'alcoholism', 'chemical', 'true', 'fucking', 'im', 'depressio']"
RCruzyBee,"['illinois', 'expensive', 'damn', 'state', 'therapy']"
bagelprinxe,"['transphobic', 'homophobic', 'parts', 'abusive', 'experienced', 'severe', 'came', 'home', 'since', 'years', 'old', 'people', 'know', 'ive', 'wa', 'depression']"
musicislife427,"['99', 'marvel', 'autism', 'slid', 'suggestions', 'dms', 'psa', 'breathing', 'paper', 'bag', 'shitty', 'excuse', 'saying', 'youll', 'overcome', 'waiting', 'meet', 'pay', 'cope', 'social', 'problems', 'attack', 'friends', 'stuff', 'different', 'struggling', 'wont', 'crippling', 'making', 'worse', 'isnt', 'stigma', 'wanna', 'around', 'arent', 'anyone', 'ju', 'trying', 'keep', 'oh', 'trauma', 'person', 'look', 'new', 'always', 'someone', 'still', 'bad', 'people', 'got']"
LizBauman1996,"['queer', 'accepted', 'autism', 'society', 'eye', 'mild', 'general', 'gives', 'move', 'watching', 'major', 'told', 'adhd', 'well', 'disorder', 'social', 'hope', 'ptsd', 'cause', 'trauma', 'think', 'ill', 'dont', 'anxiety', 'ever', 'depression']"
LoganDoesAThing,"['onlinegaming', 'haircut', 'poor', 'example', 'decision', 'youve', 'news', 'gotta', 'decide', 'question', 'anyw', 'next', 'major', 'issue', 'believe', 'isnt', 'made', 'makes', 'doesnt', 'bit', 'suffer', 'fuck', 'need', 'love', 'help', 'life', 'every', 'dont', 'ever', 'anxiety', 'im', 'depression']"
CaraLCook_,"['exhausting', 'mate', 'idea', 'tired', 'yeah', 'literally', 'hate', 'look', 'ah', 'would', 'much', 'man', 'depression']"
souljaxelijah,"['homeschooled', 'yeet', 'went', 'break', 'depressed', 'depression']"
LaBecaParrilla,"['nervous', 'love', 'time', 'anxiety']"
DevilishBro,"['jealous', 'energy', 'almost', 'others', 'tired', 'sucks', 'nothing', 'literally', 'makes', 'top', 'im', 'depression']"
Ugly_Ducklinggg,"['venom', 'powers', 'completed', 'cleaned', 'laundry', 'schizophrenia', 'voices', 'spell', 'radio', 'channel', 'split', 'homework', 'professor', 'forever', 'except', 'strength', 'dying', 'schi', 'starting', 'food', 'cool', 'worry', 'guys', 'normal', 'room', 'finally', 'havent', 'fact', 'family', 'crippling', 'done', 'hour', 'literally', 'bad', 'hey', 'getting', 'sit', 'week', 'feeling', 'years', 'talk', 'dont', 'much', 'love', 'get', 'rap', 'like', 'people', 'know', 'feel']"
EllieTazzzz,"['killing', 'mentalhealthawareness', 'literally', 'right', 'anxiety']"
yunikoncheoleom,"['collides', 'complaining', 'pms', 'relationship', 'concert', 'arent', 'post', 'end', 'thing', 'anxiety', 'depression']"
TrashWithLegs,"['wrecked', 'interview', 'uh', 'job', 'next', 'idea', 'kind', 'getting', 'week', 'anxiety', 'go', 'im']"
rhcpmelanie,"['manager', 'cares', 'favorite', 'wellbeing', 'dad', 'lets', 'many', 'came', 'struggling', 'told', 'great', 'care', 'things', 'back', 'today', 'going', 'much', 'see', 'people', 'ive', 'thin', 'one', 'anxiety', 'depression']"
loserzia,"['pigs', '356th', 'guinea', 'sees', 'whatsoever', 'ranted', 'paranoia', 'signs', 'happiness', 'ruin', 'fell', 'horrible', 'state', 'fighting', 'gets', 'hours', 'another', 'ask', 'show', 'first', 'long', 'last', 'could', 'week', 'feeling', 'good', 'really', 'day', 'time', 'depressed', 'ive', 'one', 'depression']"
DemonicLyrics,"['happening', 'stage', 'currently', 'aint', 'job', 'tend', 'deep', 'lose', 'shit', 'hit', 'time', 'every', 'depression']"
bhhhhbs,"['fantasyau', 'gays', 'classic', 'tumblr', 'slap', '2013', 'teens', 'drive', 'girls', 'knew', 'seen', 'early', 'anyone', 'bc', 'could', 'thought', 'bts', 'depressed', 'get', 'dont', 'depression']"
_01101001_,"['deadass', 'adds', 'drama', 'twitter', 'theres', 'bc', 'friends', 'never', 'much', 'im', 'depression']"
KatieSebas,"['texting', 'clearly', 'whenever', 'isnt', 'ago', 'said', 'years', 'rec', 'well', 'friend', 'real', 'anxiety']"
alexisrosem,"['bodyslim', 'waist', 'pouchchunky', '1012hr', 'subconscience', 'sniffle', 'memaybe', 'upstate', 'bake', 'tenfold', 'tylenol', 'yummy', 'commute', 'restless', 'hve', 'rolls', 'overnight', 'espres', 'str8', 'bag', 'impending', 'wallet', 'xanax', 'lowkey', 'serotonin', 'normally', 'afternoon', 'spike', 'talent', 'yk', 'needing', 'tattoo', 'cook', 'anxious', 'hurting', 'failure', 'ignore', 'managed', 'sweet', 'empty', 'nervous', 'physically', 'dear', 'playing', 'coffee', 'sick', 'bed', 'future', 'sudden', 'extremely']"
TheDesertDoll,"['shut', 'thankful', 'lot', 'good', 'life', 'time', 'one', 'anxiety', 'depres']"
Jed_0_Bread,"['apocalypse', 'obsessed', 'commits', 'ironic', 'burnt', 'relapse', 'raised', 'assignments', 'babies', 'example', 'kinda', 'seeing', 'empty', 'saved', 'future', 'father', 'works', 'baby', 'sadness', 'worry', 'could', 'fine', 'far', 'stuff', 'rid', 'feeling', 'thinking', 'uni', 'isnt', 'tweet', 'said', 'makes', 'away', 'got', 'something', 'sad', 'well', 'though', 'today', 'say', 'suicide', 'see', 'man', 'stress', 'people', 'know', 'feel', 'depressed', 'dont', 'like']"
ephemeralyears,"['clutches', 'case', 'super', 'deep', 'theres', 'suicidal', 'better', 'getting', 'thoug', 'depression']"
SarahEliza_99,"['gooooooo', 'span', 'essay', 'page', 'short', 'attention', 'lets', 'due', 'tomorrow', 'crippling', 'depression']"
sapaieoOfficial,"['june', 'epiphany', 'write', 'types', 'productive', 'following', 'account', 'stream', 'wanted', 'fan', 'finally', 'bts', 'story', 'since', 'even', 'help', 'tho', 'people', 'know', 'time', 'dont', 'like']"
whatyoursign,"['sads', 'tips', 'bay', 'curious', 'fellow', 'keeping', 'drop', 'guys', 'hey', 'seasonal', 'people', 'im', 'depression']"
privatetyl,"['awake', 'causes', 'insomnia', 'thoughts', 'lie', 'depression']"
Motsaengeek,"['pricing', 'sweaty', 'nsfw', 'puzzle', 'discussion', 'fellow', 'piece', 'massive', 'kind', 'see', 'art', 'depression']"
knickersthecow,"['fine', 'fuck', 'depression']"
tjstamper7x,"['leaving', 'three', 'house', 'talking', 'anyone', 'days', 'depression']"
munin_and_hugin,"['ditch', 'garbage', 'truck', 'rolled', 'grief', 'aka', 'sucks', 'long', 'hit', 'like', 'ive', 'depression']"
fuckpatkiloran,"['jsjsjs', 'sip', 'wine', 'thats', 'lot', 'one', 'depression']"
TweatingForTwo,"['hubs', 'history', 'aspect', 'eventual', 'traumatic', 'worried', 'professional', 'constant', 'needs', 'medication', 'tend', 'experience', 'put', 'ptsd', 'led', 'health', 'mental', 'anxiety', 'im', 'depression']"
bridgetfeehan,"['cheated', 'taylor', 'ariana', 'heard', 'tonight', 'might', 'bts', 'though', 'think']"
elieswayoflife,"['quand', 'gens', 'parlaient', 'croyais', 'mdrr', 'rigole', 'mnt', '5sos', 'jy', 'comeback', 'cest', 'pressure', 'qui', 'anxious', 'concert', 'idk', 'miss', 'tired', 'making', 'point', 'pas', 'post', 'les', 'much', 'im', 'depression', 'de']"
brett_batten,"['metoo', 'mainly', 'brucespringsteen', 'purplearmbands', 'signifyin', 'troublemaker', 'nurses', 'regarding', 'deterrent', 'criminals', 'inmates', '12step', 'patients', 'rehabilitation', 'includes', 'percentage', 'walking', 'individuals', 'difficulties', 'sexually', 'returned', 'justice', '35', 'mentalillness', 'calls', 'treatment', 'known', 'hasnt', 'case', 'mentalhealth', 'given', 'stigma', 'choice', 'consider', 'suffered', 'voi', 'talking', 'fight', 'addiction', 'long', 'youre', 'win', 'years', 'wit', 'suffer', 'abuse', 'way', 'one', 'depression']"
Ryne_Billings,"['misinformation', 'normally', 'respond', 'hardest', 'mistake', 'history', 'choice', 'close', 'suffered', 'problems', 'suffering', 'realize', 'hate', 'part', 'things', 'never', 'health', 'talk', 'make', 'even', 'mental', 'dont', 'ever', 'one', 'depression']"
ellensweeps,"['tension', 'goodness', 'embarrassed', 'winning', 'election', 'trump', 'wonderful', 'suffered', 'took', 'wow', 'story', 'worst', 'struggle', 'school', 'kind', 'high', 'since', 'new', 'right', 'thank', 'say', 'people', 'day', 'anxiety', 'depression']"
PerilouslyClose,"['sympathize', 'sneaks', 'strength', 'horrible', 'wish', 'seasonal', 'amp', 'year', 'time', 'depression']"
heycheri,"['180wk', 'magically', 'forking', 'disafuckingpears', 'shitload', 'expresses', 'desperate', 'holy', 'appointment', 'looks', 'weird', 'save', 'better', 'came', 'person', 'worst', 'making', 'nothing', 'everything', 'ask', 'happy', 'first', 'therapy', 'mean', 'shit', 'thats', 'also', 'talk', 'like', 'feel', 'life', 'dont', 'think', 'art', 'people', 'know', 'depressed', 'ill', 'thing', 'ive', 'go', 'im', 'depression']"
talkstowind,"['loopy', 'anthr', 'rdy', '2pm', 'talking', 'bed', 'gonna', 'take', 'med', 'like', 'im', 'anxiety', 'go', 'depression']"
AVeryDeadHorse,"['assumption', 'doubt', 'hurting', 'highly', 'benefit', 'knew', 'feelings', 'sorry', 'gonna', 'oh', 'didnt', 'give', 'suicide', 'im', 'li', 'depression']"
JennyKayNZ,"['forgiven', 'messages', 'private', 'level', 'thanks', 'abuse', 'good', 'people', 'ok', 'ive']"
sah_rn_bsn,"['pairs', 'thanksgiving', 'prep', 'dail', 'alcohol', 'almost', 'lost', 'struggle', 'school', 'high', 'best', 'ptsd', 'friend', 'stress', 'anxiety']"
CookieFN_,"['via', 'maybe', 'actually', 'cause', 'may', 'depressed', 'depression']"
tayIorswrft,"['sjdjdjfjndf', 'andor', 'scary', 'stopped', 'hopefully', 'birth', 'starting', 'anxious', 'tonight', 'control', 'doesnt', 'hate', 'new', 'old', 'depressed', 'make', 'one']"
JodaKnight,"['resulting', 'agoraphobia', 'panic', 'attacks', 'leave', 'severe', 'get', 'ive', 'anxiety', 'depression']"
imcrankygoodbye,"['mothers', 'grew', 'evil', 'bullshit', 'water', 'bc', 'keep', 'rting', 'wow', 'making', 'find', 'severe', 'everyone', 'disorder', 'gonna', 'friends', 'right', 'suffer', 'fuck', 'need', 'depressed', 'man', 'people', 'know', 'like', 'da', 'anxiety', 'im', 'depression']"
f15_step,"['rewatching', 'skins', 'speaking', 'considering', 'wonder', 'thats', 'im', 'depression']"
LeoTsukinagas,"['twin', 'leo', 'lrt', 'glad', 'without', 'im', 'depression']"
coyoteprinceart,"['degare', 'processing', 'neillemon', 'auditory', 'doesnotgo', 'guilted', 'thnksg', 'disaster', 'objects', 'degs', 'occul', 'sphinxblack', 'dogfaetherio', 'roleplay', 'salem', 'tanked', 'trained', 'depictions', 'celebrated', 'silenced', 'parental', 'essentially', 'june', 'throws', 'goth', 'judgement', 'traumatized', 'commonly', 'characters', 'interests', 'context', 'dissociation', 'plenty', 'muse', 'explained', 'specifically', 'relatable', 'situations', 'abuser', 'apparently', 'demons', 'autistic', 'immune', 'dangerous', 'rounding', 'desperate', 'theyve', 'quiet', 'exactly', 'managed']"
Jennhatesyou,"['trafficking', 'slave', 'labor', 'history', 'impr', 'human', 'cool', 'gives', 'cult', 'twitter', 'lets', 'literally', 'oh', 'look', 'abuse', 'good', 'make', 'anxiety']"
MissionControl8,"['calmly', 'clarity', 'alas', 'brief', 'stronger', 'waiting', 'scare', 'lying', 'gave', 'pass', 'moment', 'finally', 'little', 'bed', 'month', 'attack', 'sleep', 'last', 'health', 'anxiety', 'go', 'depression']"
abbey__riley,"['swim', 'fish', 'soul', 'express', 'simple', 'basically', 'truly', 'insomnia', 'fight', 'single', 'feels', 'means', 'level', 'room', 'yet', 'twitter', 'panic', 'attacks', 'next', 'mood', 'struggling', 'free', 'found', 'always', 'without', 'anyone', 'point', 'month', 'side', 'ready', 'want', 'sleep', 'give', 'hard', 'lot', 'back', 'take', 'never', 'would', 'still', 'bad', 'work', 'good', 'therapy', 'cant', 'amp', 'depressed', 'every', 'stress', 'art']"
thrdplanet,"['welcome', 'calling', 'sucks', 'reason', 'life', 'every', 'men', 'day', 'depression']"
CecProff,"['schedule', 'whats', 'wonderful', 'resent', 'parents', 'meet', 'dream', 'needs', 'especially', 'often', 'stuff', 'didnt', 'sleep', 'trauma', 'tell', 'going', 'therapy', 'cant', 'amp', 'real', 'dont', 'im']"
RacingYoshi,"['excuse', 'agree', 'miss', 'illness', 'mental', 'anxiety', 'depression']"
koliviawilson,"['reptour', 'reptourmemories', 'reliving', 'concert', 'post', 'back', 'take', 'depression']"
gregk5464,"['machiavelliansthose', 'cnn', 'springsteen', 'opens', 'bruce', 'battles', 'completely', 'news', 'wellbeing', 'interest', 'others', 'earn', 'well', 'take', 'bad', 'know', 'depression']"
ifollowwwwwwww,['depression']
thswtnssnvrlsts,"['prostate', 'peeing', 'luckily', 'exams', 'talked', 'fix', 'doctor', 'meds', 'might', 'hey', 'didnt', 'give', 'lie', 'going', 'much', 'think', 'like', 'go', 'depression']"
dawson_hanson,"['sane', 'wonder', 'actually', 'people', 'depressed']"
atomiclemon,"['rollator', 'tuesdaygiving', 'needing', 'appts', 'wooo', 'wonders', 'disabled', 'pain', 'issues', 'waiting', 'difference', 'raise', 'possible', 'ptsd', 'point', 'disa', 'back', 'physical', 'free', 'makes', 'trying', 'last', 'part', 'start', 'sad', 'thank', 'much', 'therapy', 'even', 'wh', 'depressed', 'one', 'depression']"
AngelsPerez77,"['sporadic', 'consistent', 'wild', 'experienced', 'amount', 'yet', 'never', 'depression']"
DibsOnMahone,"['nikki', 'sisters', 'longer', 'back', 'depression']"
SpritetheW,"['representation', 'hate', 'con', 'feel', 'depression']"
inaneenglish,"['madeand', 'guaranteed', 'excruciating', 'elevated', 'overstimulation', 'solidarity', 'fist', '28', 'bump', 'meltdown', 'blown', 'naus', 'followed', 'progress', 'reminder', 'selfcare', 'surprise', 'basically', 'huge', 'tbh', 'currently', 'therapist', 'physical', 'adhd', 'pain', 'full', 'made', 'bed', 'list', 'attack', 'better', 'seasonal', 'last', 'night', 'days', 'good', 'much', 'dr', 'every', 'feel', 'real', 'anxiety', 'ive', 'im', 'th', 'depression']"
justsknnydreams,"['calories', 'awful', 'wtf', 'tbh', 'haha', 'weight', 'person', 'post', 'ate', 'anxiety', 'im', 'depression']"
blogvader,"['2018s', 'lbs', 'heartbreak', 'awesome', '80', 'except', 'awful', 'drug', 'wake', 'working', 'lost', 'whole', 'pretty', 'wonder', 'done', 'thanks', 'feeling', 'every', 'man', 'thing', 'day', 'ive', 'co', 'im', 'depression']"
daehruoyserehw,"['privy', 'tedious', 'earnest', 'expressions', 'cummit', 'reminding', 'rarely', 'spiraling', 'exhausting', 'existential', 'ideation', 'financial', 'alcoholism', 'helpful', 'sam', 'imagine', 'sorry', 'guess', 'suicidal', 'crippling', 'brain', 'might', 'work', 'sure', 'doesnt', 'getting', 'deal', 'person', 'right', 'hard', 'lot', 'also', 'well', 'talk', 'bad', 'know', 'suicide', 'think', 'depressed', 'real', 'like', 'anxiety', 'im', 'depression']"
Vivek_13,"['streamers', 'fallen', 'straight', 'quit', 'due', 'many', 'mil', 'depression']"
haplydiscontent,"['oatmilk', 'lattes', 'warmer', 'excruciating', 'disappointment', 'charts', 'immense', 'dose', 'bomb', 'somewhere', 'moving', 'scream', 'healthy', 'hold', 'starting', 'couple', 'move', 'guys', 'weeks', 'yet', 'sick', 'cry', 'bed', 'trying', 'less', 'need', 'last', 'things', 'back', 'work', 'want', 'stress', 'ok', 'anxiety', 'day', 'go', 'im', 'depression']"
shaqstatshack,"['dissidents', 'praxis', 'advocates', 'murdering', 'political', 'hope', 'mean', 'someone', 'depression']"
curiouslypeach,"['brockhampton', 'recording', 'preventing', 'focused', 'playlist', 'standing', 'motivation', 'energy', 'feels', 'honestly', 'theres', 'wonder', 'girl', 'listen', 'two', 'literally', 'actually', 'trauma', 'able', 'bts', 'men', 'like', 'one', 'depression']"
tulipbbyjoon,"['teamwork', 'dreamwork', 'auntie', 'saleeha', 'cds', 'retweets', 'wins', 'hates', 'planning', 'everytime', 'falling', 'awards', 'medicine', 'chance', 'mama', 'answer', 'award', 'asking', 'proud', 'kinda', 'shes', 'bts', 'weird', 'doctor', 'bring', 'took', 'honestly', 'theres', 'cd', 'little', 'making', 'home', 'play', 'okay', 'school', 'severe', 'tweet', 'said', 'makes', 'mind', 'keep', 'could', 'look', 'years', 'someone', 'think', 'back', 'car', 'love', 'want']"
daydowa,"['mimicking', 'tias', 'insomniaampbad', 'physicallyampmentally', 'mdd', 'debilitating', 'apparently', 'severe', 'times', 'bad', 'anxiety', 'ive', 'er']"
snowyjonghyun,"['relapsed', 'checked', 'badly', 'anorexia', 'annoyed', 'effort', 'return', 'idk', 'mum', 'annoying', 'advice', 'boyfriend', 'fair', 'fucked', 'function', 'telling', 'shes', 'seeing', 'stuff', 'moment', 'sex', 'struggling', 'adhd', 'brain', 'isnt', 'wanna', 'anything', 'die', 'makes', 'much', 'getting', 'hate', 'tell', 'give', 'never', 'fuck', 'cant', 'mental', 'know', 'depressed', 'get', 'dont', 'like', 'ive', 'anxiety', 'im', 'depression']"
tail_uk,"['dorothy', 'demonstrates', 'sixwordstory', 'postnatal', 'transfer', 'amwriting', 'congratulations', 'natural', 'usually', 'brain', 'made', 'bit', 'could', 'new', 'always', 'suffer', 'therapy', 'man', 'feel', 'like', 'anxiety', 'im', 'depression']"
DiegoAmarosa,"['volunteering', 'vets', 'helped', 'ptsd', 'va', 'thank', 'help', 'get']"
InteristaFromEg,"['1sudan', '2player', 'ratings', '3controvers', 'psv', 'tottenham', 'barca', 'gagliardini', 'unnecessary', 'relatively', 'center', 'expecting', 'beat', 'camp', 'half', 'seeing', 'goes', 'tall', 'physical', 'nou', 'already', 'inter', 'make', 'back', 'would', 'abuse', 'good', 'tl', 'time', 'depressed', 'im', 'depression']"
TheReallyRealP,"['wages', 'employer', 'conservative', 'gives', 'tried', 'kill', 'bc', 'self', 'men', 'real', 'depression']"
astrofairie,"['jazz', 'pounds', 'touch', 'hands', 'whenever', 'broke', 'positive', 'panic', 'lost', 'done', 'listen', 'cure', 'bc', 'attack', 'many', 'last', 'week', 'times', 'every', 'really', 'know', 'time', 'depressed', 'dont', 'anxiety', 'im', 'depression']"
buploop,"['similar', 'hey', 'seasonal', 'something', 'suffer', 'know', 'get', 'depression']"
koush,"['genocide', 'helicopters', 'throwing', 'called', 'suffer', 'never', 'people', 'hi', 'depression']"
giawbrina,"['chronic', 'wait', 'didnt', 'know', 'thing', 'depression']"
wolfmanehoe,"['applaud', 'happened', 'broke', 'joke', 'best', 'deal', 'thats', 'suffer', 'depressed', 'dont', 'thing', 'ever', 'depression']"
Lightindream,"['rollercoaster', 'owners', 'matches', 'drastic', 'ocean', 'enemy', 'peaceful', 'prescribed', 'attitude', 'matc', 'clinically', 'previous', 'moods', 'dogs', 'changes', 'water', 'notice', 'emotions', 'sudden', 'birth', 'biggest', 'women', 'speak', 'minute', 'calm', 'dog', 'control', 'making', 'past', 'month', 'mind', 'doesnt', 'something', 'look', 'well', 'say', 'much', 'need', 'suicide', 'like', 'anxiety', 'depressed', 'one', 'su']"
beckyisasleep,"['sicknotweak', 'spyro', 'tuesdaythoughts', '1251', 'episodes', '10x', '9am', 'rarely', 'attached', 'expecting', 'keeptalkingmh', 'freakin', 'psychosis', 'xx', 'sky', 'letter', 'breakdown', 'bullshit', 'none', 'playing', 'coping', 'mentalhealth', 'sudden', 'appointment', 'tired', 'gave', 'telling', 'absolute', 'cured', 'energy', 'fighting', 'better', 'morning', 'hours', 'got', 'due', 'mood', 'struggling', 'started', 'hell', 'home', 'stigma', 'around', 'today', 'high', 'hs', 'good', 'fucking', 'actual', 'keep']"
